age,workclass,education,educationnum,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry,income
Middleaged, Private, Somecollege,10, Nevermarried, Machineopinspct, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Young,null, HSgrad,9, Marriedcivspouse,null, Wife, White, Female,None,None,Part-time, UnitedStates,0
Senior, Localgov, Masters,14, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Selfempnotinc, Somecollege,10, Separated, Craftrepair, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, HSgrad,9, Divorced, Otherservice, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Admclerical, Ownchild, White, Female,None,None,Fulltime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Handlerscleaners, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Masters,14, Nevermarried, Profspecialty, Notinfamily, White, Male,None,High,Overtime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Admclerical, Ownchild, White, Female,None,None,Fulltime, UnitedStates,0
Young, Private, 11th,7, Separated, Profspecialty, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, Bachelors,13, Nevermarried, Sales, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Handlerscleaners, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Machineopinspct, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Stategov, Somecollege,10, Marriedcivspouse, Protectiveserv, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, Bachelors,13, Nevermarried, Techsupport, Notinfamily, White, Female,None,None,Overtime, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Machineopinspct, Ownchild, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Masters,14, Nevermarried, Profspecialty, Notinfamily, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Private, Somecollege,10, Nevermarried, Techsupport, Notinfamily, White, Female,Low,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Localgov, Assocvoc,11, Divorced, Profspecialty, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Localgov, Assocacdm,12, Divorced, Otherservice, Notinfamily, White, Female,Low,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, White, Male,Low,None,Fulltime, UnitedStates,0
Senior, Private, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,Low,Fulltime, UnitedStates,1
Middleaged, Private, 9th,5, Nevermarried, Otherservice, Ownchild, White, Male,None,None,Overtime, Mexico,0
Middleaged, Federalgov, Somecollege,10, Marriedcivspouse, Techsupport, Wife, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Sales, Husband, White, Male,High,None,Overtime, UnitedStates,1
Senior, Private, HSgrad,9, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Workaholic, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Admclerical, Otherrelative, White, Male,None,None,Fulltime, Nicaragua,0
Senior, Private, HSgrad,9, Divorced, Admclerical, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Private, 11th,7, Marriedcivspouse, Otherservice, Husband, AmerIndianEskimo, Male,None,None,Fulltime, UnitedStates,0
Senior, Selfempnotinc, HSgrad,9, Marriedcivspouse, Farmingfishing, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Localgov, Masters,14, Nevermarried, Profspecialty, Notinfamily, White, Male,None,None,Overtime, UnitedStates,0
Senior, Private, Somecollege,10, Marriedcivspouse, Sales, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Craftrepair, Notinfamily, White, Male,None,Low,Fulltime, UnitedStates,0
Middleaged, Selfempnotinc, Somecollege,10, Marriedcivspouse, Execmanagerial, Otherrelative, White, Male,Low,None,Overtime, UnitedStates,1
Middleaged, Localgov, HSgrad,9, Nevermarried, Otherservice, Unmarried, Black, Female,None,None,Workaholic, UnitedStates,0
Middleaged, Localgov, HSgrad,9, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Part-time, UnitedStates,0
Senior, Private, 10th,6, Widowed, Machineopinspct, Notinfamily, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Admclerical, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, 11th,7, Nevermarried, Machineopinspct, Notinfamily, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Profspecialty, Husband, White, Male,Low,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Otherservice, Wife, Black, Female,Low,None,Fulltime, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Execmanagerial, Husband, White, Male,Low,None,Fulltime, UnitedStates,1
Middleaged, Private, Somecollege,10, Nevermarried, Sales, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, Somecollege,10, Divorced, Admclerical, Unmarried, White, Female,None,None,Overtime, UnitedStates,0
Young, Private, Bachelors,13, Nevermarried, Profspecialty, Notinfamily, White, Female,None,None,Overtime, UnitedStates,0
Middleaged, Private, 9th,5, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Selfempnotinc, 11th,7, Divorced, Execmanagerial, Notinfamily, White, Male,None,None,Overtime, UnitedStates,0
Young, Private, 9th,5, Nevermarried, Handlerscleaners, Otherrelative, White, Male,None,None,Fulltime, Mexico,0
Young, Private, HSgrad,9, Nevermarried, Craftrepair, Ownchild, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, Masters,14, Marriedcivspouse, Profspecialty, Husband, White, Male,None,Low,Fulltime, UnitedStates,1
Senior, Federalgov, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Private, HSgrad,9, Marriedcivspouse, Execmanagerial, Wife, White, Female,None,None,Part-time, UnitedStates,1
Middleaged, Private, HSgrad,9, Marriedcivspouse, Admclerical, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Selfempnotinc, HSgrad,9, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Workaholic, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Admclerical, Notinfamily, White, Female,None,None,Overtime, UnitedStates,0
Senior, Localgov, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, White, Male,Low,None,Fulltime, UnitedStates,1
Middleaged, Private, HSgrad,9, Nevermarried, Sales, Otherrelative, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Localgov, HSgrad,9, Separated, Admclerical, Notinfamily, White, Female,Low,None,Fulltime, UnitedStates,0
Middleaged, Selfempnotinc, Bachelors,13, Divorced, Sales, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Divorced, Protectiveserv, Notinfamily, Black, Male,None,None,Overtime, UnitedStates,1
Middleaged, Private, Bachelors,13, Nevermarried, Profspecialty, Notinfamily, White, Male,None,None,Overtime, UnitedStates,1
Young, Private, HSgrad,9, Nevermarried, Otherservice, Notinfamily, White, Female,None,None,Overtime, UnitedStates,0
Senior, Private, 11th,7, Divorced, Handlerscleaners, Unmarried, Black, Female,None,None,Fulltime, UnitedStates,0
Senior, Localgov, Doctorate,16, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Private, 10th,6, Nevermarried, Otherservice, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Private, 5th6th,3, Marriedcivspouse, Farmingfishing, Husband, White, Male,None,None,Fulltime, Mexico,0
Young, Private, Somecollege,10, Nevermarried, Otherservice, Ownchild, White, Female,None,None,Part-time, UnitedStates,0
Young, Private, Bachelors,13, Nevermarried, Profspecialty, Notinfamily, White, Female,None,Low,Fulltime, UnitedStates,0
Senior, Private, Profschool,15, Separated, Profspecialty, Notinfamily, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Selfempnotinc, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, HSgrad,9, Marriedcivspouse, Machineopinspct, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Nevermarried, Execmanagerial, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Private, Bachelors,13, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged,null, HSgrad,9, Nevermarried,null, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Profspecialty, Husband, White, Male,None,High,Overtime, UnitedStates,1
Young, Private, Assocvoc,11, Nevermarried, Execmanagerial, Ownchild, White, Female,Low,None,Overtime, UnitedStates,0
Middleaged, Private, Bachelors,13, Nevermarried, Profspecialty, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Nevermarried, Craftrepair, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Selfempinc, Somecollege,10, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Selfempnotinc, Masters,14, Marriedcivspouse, Farmingfishing, Husband, White, Male,None,None,Workaholic, UnitedStates,0
Middleaged, Private, Masters,14, Nevermarried, Sales, Ownchild, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Selfempnotinc, Somecollege,10, Marriedcivspouse, Otherservice, Husband, White, Male,None,None,Overtime, UnitedStates,0
Young, Private, 1st4th,2, Marriedcivspouse, Otherservice, Ownchild, AsianPacIslander, Female,None,None,Part-time, Vietnam,0
Senior, Private, Somecollege,10, Divorced, Craftrepair, Unmarried, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Protectiveserv, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Private, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Otherservice, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Assocvoc,11, Divorced, Techsupport, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, Somecollege,10, Divorced, Admclerical, Unmarried, White, Female,Low,None,Part-time, UnitedStates,0
Senior, Localgov, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Workaholic, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Sales, Otherrelative, Black, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Selfempnotinc, HSgrad,9, Marriedcivspouse, Farmingfishing, Husband, White, Male,High,None,Overtime, UnitedStates,1
Middleaged, Private, 11th,7, Divorced, Transportmoving, Notinfamily, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Localgov, Somecollege,10, Divorced, Execmanagerial, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Divorced, Execmanagerial, Ownchild, Black, Female,None,None,Fulltime, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Machineopinspct, Ownchild, White, Male,None,None,Fulltime,null,0
Senior, Stategov, Bachelors,13, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Private, 7th8th,4, Nevermarried, Handlerscleaners, Notinfamily, Black, Male,None,High,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, Germany,1
Middleaged, Selfempnotinc, Assocacdm,12, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, Assocacdm,12, Marriedcivspouse, Otherservice, Wife, White, Female,None,None,Fulltime, UnitedStates,1
Middleaged, Federalgov, Somecollege,10, Divorced, Execmanagerial, Unmarried, Black, Female,None,None,Fulltime, UnitedStates,1
Young, Private, 12th,8, Nevermarried, Machineopinspct, Otherrelative, White, Male,None,None,Fulltime, Mexico,0
Young, Private, Somecollege,10, Nevermarried, Admclerical, Ownchild, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Localgov, Bachelors,13, Nevermarried, Profspecialty, Notinfamily, Black, Female,None,None,Fulltime, UnitedStates,0
Senior, Federalgov, Bachelors,13, Nevermarried, Transportmoving, Notinfamily, Black, Male,None,High,Workaholic, UnitedStates,0
Middleaged, Private, Assocacdm,12, Divorced, Otherservice, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Young, Private, 11th,7, Nevermarried, Handlerscleaners, Ownchild, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Machineopinspct, Notinfamily, Black, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Federalgov, Assocacdm,12, Nevermarried, Admclerical, Notinfamily, White, Male,None,None,Fulltime, Columbia,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Profspecialty, Husband, White, Male,High,None,Overtime, UnitedStates,1
Middleaged, Private, HSgrad,9, Marriedcivspouse, Otherservice, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Localgov, Masters,14, Marriedcivspouse, Profspecialty, Wife, White, Female,None,None,Overtime, UnitedStates,1
Senior, Private, Assocacdm,12, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Sales, Husband, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, Somecollege,10, Nevermarried, Admclerical, Ownchild, Black, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Localgov, Bachelors,13, Marriedcivspouse, Protectiveserv, Husband, Black, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Otherservice, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Handlerscleaners, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Old, Private, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Part-time, Cuba,0
Middleaged, Private, HSgrad,9, Nevermarried, Machineopinspct, Ownchild, White, Male,None,None,Overtime, UnitedStates,0
Young, Private, Somecollege,10, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Old, Localgov, HSgrad,9, Marriedcivspouse, Protectiveserv, Husband, White, Male,None,None,Part-time, UnitedStates,0
Young, Private, HSgrad,9, Separated, Craftrepair, Ownchild, White, Male,None,None,Fulltime, Mexico,0
Middleaged, Private, Assocacdm,12, Nevermarried, Otherservice, Ownchild, White, Female,None,None,Overtime, UnitedStates,0
Middleaged, Localgov, Bachelors,13, Divorced, Profspecialty, Unmarried, Black, Female,None,None,Fulltime, UnitedStates,0
Young, Private, 12th,8, Nevermarried, Machineopinspct, Ownchild, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Private, 7th8th,4, Divorced, Machineopinspct, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Young,null, Somecollege,10, Nevermarried,null, Ownchild, Black, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, 1st4th,2, Marriedcivspouse, Craftrepair, Husband, Black, Male,None,None,Fulltime, Haiti,1
Young, Private, Somecollege,10, Nevermarried, Sales, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Young, Federalgov, HSgrad,9, Nevermarried, Admclerical, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, Bachelors,13, Nevermarried, Profspecialty, Ownchild, White, Female,None,None,Part-time, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, 5th6th,3, Nevermarried, Handlerscleaners, Notinfamily, White, Male,None,None,Overtime, Mexico,0
Senior, Stategov, Doctorate,16, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,High,Overtime, UnitedStates,1
Young, Private, 11th,7, Nevermarried, Handlerscleaners, Ownchild, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Admclerical, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, 12th,8, Divorced, Craftrepair, Notinfamily, White, Male,None,High,Overtime, UnitedStates,0
Middleaged, Private, Profschool,15, Nevermarried, Profspecialty, Ownchild, AsianPacIslander, Female,None,None,Fulltime,null,0
Middleaged, Federalgov, Somecollege,10, Divorced, Admclerical, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,1
Senior, Selfempnotinc, HSgrad,9, Marriedcivspouse, Otherservice, Husband, Black, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Machineopinspct, Notinfamily, Black, Female,None,None,Overtime, UnitedStates,0
Middleaged, Private, Somecollege,10, Separated, Techsupport, Notinfamily, AmerIndianEskimo, Male,None,High,Fulltime, UnitedStates,0
Senior, Localgov, 7th8th,4, Marriedcivspouse, Admclerical, Husband, White, Male,Low,None,Fulltime, UnitedStates,0
Young,null, Assocvoc,11, Marriedcivspouse,null, Wife, Black, Female,None,None,Fulltime, UnitedStates,0
Young, Private, Bachelors,13, Nevermarried, Execmanagerial, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Otherservice, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Young, Private, 10th,6, Nevermarried, Privhouseserv, Ownchild, Black, Female,None,None,Part-time, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Craftrepair, Ownchild, White, Male,None,None,Part-time, UnitedStates,0
Senior, Federalgov, HSgrad,9, Divorced, Techsupport, Unmarried, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Nevermarried, Admclerical, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Old, Selfempnotinc, Somecollege,10, Marriedcivspouse, Otherservice, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Separated, Otherservice, Unmarried, White, Female,None,None,Part-time, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Fulltime, ElSalvador,0
Senior, Private, Somecollege,10, Marriedcivspouse, Profspecialty, Husband, Black, Male,None,None,Overtime, Haiti,1
Young,null, Somecollege,10, Nevermarried,null, Ownchild, White, Male,None,None,Overtime, UnitedStates,0
Senior, Private, Bachelors,13, Separated, Execmanagerial, Unmarried, White, Female,None,None,Fulltime,null,0
Young, Private, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Masters,14, Marriedcivspouse, Profspecialty, Husband, AsianPacIslander, Male,None,None,Overtime, India,1
Middleaged, Private, Somecollege,10, Nevermarried, Otherservice, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, Bachelors,13, Nevermarried, Techsupport, Unmarried, AsianPacIslander, Female,None,None,Fulltime, India,0
Senior, Private, 7th8th,4, Widowed, Otherservice, Notinfamily, Other, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Assocvoc,11, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Part-time, UnitedStates,1
Old, Private, 7th8th,4, Marriedcivspouse, Transportmoving, Husband, Black, Male,High,None,Fulltime, UnitedStates,0
Middleaged, Localgov, Bachelors,13, Divorced, Profspecialty, Notinfamily, White, Male,None,None,Overtime,null,0
Old, Selfempinc, HSgrad,9, Marriedcivspouse, Otherservice, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Senior, Private, HSgrad,9, Divorced, Execmanagerial, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Overtime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Machineopinspct, Ownchild, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Selfempnotinc, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Federalgov, Somecollege,10, Nevermarried, Execmanagerial, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Old,null, Profschool,15, Marriedcivspouse,null, Husband, White, Male,None,Low,Part-time, UnitedStates,0
Senior, Private, Assocacdm,12, Nevermarried, Execmanagerial, Notinfamily, White, Female,None,None,Overtime, UnitedStates,0
Senior, Private, HSgrad,9, Nevermarried, Admclerical, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Selfempnotinc, 7th8th,4, Marriedcivspouse, Farmingfishing, Husband, White, Male,Low,None,Fulltime, Cuba,0
Senior,null, HSgrad,9, Marriedcivspouse,null, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Private, Somecollege,10, Marriedcivspouse, Farmingfishing, Husband, White, Male,None,High,Workaholic, UnitedStates,1
Senior, Private, 7th8th,4, Divorced, Transportmoving, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Sales, Ownchild, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Machineopinspct, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Senior, Selfempinc, 10th,6, Marriedcivspouse, Farmingfishing, Husband, White, Male,None,None,Overtime, UnitedStates,0
Middleaged,null, Somecollege,10, Divorced,null, Unmarried, White, Female,None,None,Part-time, Poland,0
Senior, Private, Somecollege,10, Divorced, Sales, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Young, Private, 10th,6, Nevermarried, Machineopinspct, Unmarried, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Assocacdm,12, Nevermarried, Profspecialty, Notinfamily, White, Male,None,Low,Overtime, UnitedStates,0
Senior, Private, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Senior, Private, HSgrad,9, Nevermarried, Otherservice, Otherrelative, White, Male,None,None,Part-time, UnitedStates,0
Young,null, Bachelors,13, Nevermarried,null, Notinfamily, AsianPacIslander, Male,None,None,Fulltime, Taiwan,0
Senior, Private, Somecollege,10, Marriedcivspouse, Transportmoving, Husband, White, Male,Low,None,Fulltime, UnitedStates,1
Middleaged, Private, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, Masters,14, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, Germany,0
Senior, Selfempinc, Bachelors,13, Divorced, Profspecialty, Unmarried, White, Male,Low,None,Overtime, UnitedStates,0
Middleaged, Private, Assocacdm,12, Marriedcivspouse, Sales, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Localgov, Somecollege,10, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Part-time, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Localgov, Somecollege,10, Nevermarried, Execmanagerial, Notinfamily, White, Female,None,None,Part-time, UnitedStates,0
Middleaged, Private, Assocacdm,12, Divorced, Transportmoving, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, 12th,8, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, HSgrad,9, Widowed, Admclerical, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Handlerscleaners, Ownchild, Black, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Assocvoc,11, Marriedcivspouse, Admclerical, Wife, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Private, Somecollege,10, Marriedcivspouse, Sales, Husband, White, Male,None,Low,Fulltime, UnitedStates,1
Middleaged, Private, HSgrad,9, Divorced, Farmingfishing, Notinfamily, Black, Male,None,None,Fulltime, UnitedStates,0
Senior, Localgov, HSgrad,9, Marriedcivspouse, Otherservice, Husband, Black, Male,None,None,Fulltime, UnitedStates,0
Old, Stategov, Somecollege,10, Separated, Sales, Notinfamily, White, Male,None,None,Part-time, UnitedStates,0
Senior,null, Somecollege,10, Widowed,null, Unmarried, White, Female,None,None,Part-time, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Stategov, 5th6th,3, Nevermarried, Machineopinspct, Ownchild, White, Female,None,None,Part-time, UnitedStates,0
Young,null, 10th,6, Nevermarried,null, Ownchild, Black, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Sales, Wife, White, Female,None,None,Fulltime, UnitedStates,1
Middleaged, Selfempnotinc, Bachelors,13, Marriedcivspouse, Sales, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Young, Localgov, Somecollege,10, Nevermarried, Protectiveserv, Unmarried, Other, Male,Low,None,Fulltime, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Sales, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Young, Localgov, Somecollege,10, Nevermarried, Admclerical, Ownchild, Black, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, Black, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Selfempnotinc, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, Italy,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Otherservice, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, Profschool,15, Marriedcivspouse, Profspecialty, Husband, White, Male,High,None,Overtime, UnitedStates,1
Middleaged, Private, Bachelors,13, Divorced, Sales, Unmarried, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Localgov, Masters,14, Nevermarried, Profspecialty, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,1
Middleaged, Private, Doctorate,16, Separated, Execmanagerial, Unmarried, White, Male,None,None,Fulltime, UnitedStates,1
Senior, Private, Bachelors,13, Divorced, Sales, Notinfamily, White, Male,None,None,Overtime, UnitedStates,0
